week_date,actual,pred_xgb_ensemble,is_live
2024-12-30,2.958,2.8842363,0
2025-01-06,2.95,2.929671,0
2025-01-13,3.011,2.9897985,0
2025-01-20,3.006,3.018071,0
2025-01-27,2.972,3.0127506,0
2025-02-03,3.022,3.010763,0
2025-02-10,3.021,3.0061252,0
2025-02-17,2.997,3.0015612,0
2025-02-24,2.951,3.003104,0
2025-03-03,2.947,2.9979427,0
2025-03-10,2.943,2.9884808,0
2025-03-17,2.999,2.9730918,0
2025-03-24,3.04,3.0073297,0
2025-03-31,3.118,3.0705175,0
2025-04-07,3.043,3.0680943,0
2025-04-14,3.02,3.0423079,0
2025-04-21,3.013,3.0223038,0
2025-04-28,3.031,3.0187972,0
2025-05-05,2.986,3.0183594,0
2025-05-12,3.041,3.021574,0
2025-05-19,3.03,3.0320933,0
2025-05-26,3.008,3.0200195,0
2025-06-02,2.99,3.0084612,0
2025-06-09,3.023,3.0079257,0
2025-06-16,3.102,3.0223198,0
2025-06-23,3.047,3.0627377,0
2025-06-30,3.013,3.0485542,0
2025-07-07,3.018,3.0099952,0
2025-07-14,3.018,3.0115082,0
2025-07-21,3.023,3.0127885,0
2025-07-28,3.036,3.0102818,0
2025-08-04,3.016,3.0142765,0
2025-08-11,3.018,3.014408,0
2025-08-18,3.038,3.0121136,0
2025-08-25,3.058,3.0183764,0
2025-09-01,3.069,3.0284348,0
2025-09-08,3.036,3.039335,0
2025-09-15,3.05,3.0160859,0
2025-09-22,2.994,3.0115955,0
2025-09-29,3.0,3.0077498,0
2025-10-06,2.932,2.9900644,0
2025-10-13,2.898,2.919429,0
2025-10-20,2.92,2.8667927,0
2025-10-27,2.898,2.8683712,0
2025-11-03,2.927,2.9038115,0
2025-11-10,2.939,2.8806288,0
2025-11-17,2.936,2.930709,0
2025-11-24,2.854,2.9459774,0
2025-12-01,2.819,2.861478,0
2025-12-08,2.773,2.7506554,0
2025-12-15,2.72,2.7103217,0
2025-12-22,2.69,2.683215,0
2025-12-29,2.681,2.6509943,0
2026-01-05,2.665,2.6341588,0
2026-01-12,2.7,2.6562073,0
2026-01-19,2.747,2.7063825,0
2026-01-26,2.747,2.7030933,0
2026-02-02,2.77,2.7677925,0
2026-02-09,2.79,2.7834737,0
2026-02-16,2.796,2.8837483,0
2026-02-23,2.884,2.8534148,0
2026-03-02,3.364,3.1655712,0
2026-03-09,3.566,3.4268074,0
2026-03-16,3.788,3.7521603,0
2026-03-23,3.814,3.7952034,0
2026-03-30,3.947,3.9079762,0
2026-04-06,3.962,3.947134,0
2026-04-13,3.885,3.9442694,0
2026-04-20,3.948,3.9565,0
2026-04-27,4.305,4.15649,0
2026-05-04,4.353,4.2832527,0
2026-05-11,4.334,4.34742,0
2026-05-18,4.327,4.299092,0
2026-05-25,4.138,4.2330575,0
2026-06-01,3.986,4.0575395,0
2026-06-08,3.908,3.8367774,0
2026-06-15,3.771,3.7648926,0
2026-06-22,3.7,3.7361538,0
2026-06-29,3.645,3.695361,0
2026-07-06,3.728,3.729388,0
2026-07-13,3.863,3.745512,0
2026-07-20,3.952,3.8853257,0
2026-07-27,3.935,3.9329689,0
2026-08-03,3.864,3.9076378,0
2026-08-10,,3.7909546,1
