decision_date,target_date,anchor_week,week_date,is_live_forecast,protocol_eligible,pred_fusion,pred_candidate,pred_persistence,pred_part2,pred_part2b,pred_part2a,actual,actual_date,mae,rmse,mape,direction_correct,confidence,publication_mode,operator_validated,regime_label,sleeve_spread_pct,schema_version,run_utc,pipeline_run_id,pipeline_run_attempt,source_code_sha,error,abs_error,ape,naive_pred,naive_error,naive_abs_error,beats_naive
2026-09-15,2026-09-21,2026-09-14,2026-09-14,1,1,4.168,4.053,4.168,4.053,,,4.337,2026-09-21,0.169,0.169,3.8967,0.0,NOT_VALIDATED,FAIL_CLOSED_PERSISTENCE,0.0,NORMAL__STATE_0,0.0,V2_RELEASE_LEDGER,2026-09-15T19:12:01.137796+00:00,35011816348.0,1.0,6789ff8539cd3bea806381f1b8d105f11d9e0414,0.1689999999999996,0.1689999999999996,0.03896702789946959,4.168,0.1689999999999996,0.1689999999999996,False
