decision_date,target_date,week_date,is_live_forecast,pred_fusion,pred_part2,pred_part2b,pred_part2a,actual,actual_date,mae,rmse,mape,direction_correct,confidence,regime_label,sleeve_spread_pct,schema_version,run_utc,error,abs_error,ape,naive_pred,naive_error,naive_abs_error,beats_naive
2026-08-10,2026-08-10,2026-08-03,1,3.9373,3.9373,,,3.864,2026-08-10,0.0733,0.0733,1.897,0.0,LOW_CONF,SUPPLY_SHOCK_3,0.0,V1_WEEKLY,2026-08-10T16:26:08.547142+00:00,-0.07330000000000014,0.07330000000000014,0.01896997929606629,,,,False
