week_date,actual,in_sample,oos_val,is_live,pred_persistence,pred_hgb,pred_rf,pred_gbm,pred_elasticnet,pred_ridge,pred_ensemble
2002-01-21,1.081,1,0,0,1.087,1.0807992619405487,1.0964970084175083,1.0830968544550172,1.2203548028642075,1.0901908995005278,1.1067367978304652
2002-01-28,1.098,1,0,0,1.081,1.089354573777946,1.098959204785957,1.0856166866258732,1.2125466374915257,1.0743371279709808,1.104223286205238
2002-02-04,1.085,1,0,0,1.098,1.0921320300031792,1.101798572751322,1.0958964101552544,1.2195367805776647,1.1153680892023647,1.1194239668991977
2002-02-11,1.089,1,0,0,1.085,1.085587562101507,1.1016125509860506,1.099704611961181,1.2169388586648082,1.1155524023187315,1.1185102852133375
2002-02-18,1.087,1,0,0,1.089,1.0865578498783905,1.1073774050024028,1.0930097408539436,1.2194613422449199,1.1319260790522103,1.1225856391220428
2002-02-25,1.118,1,0,0,1.087,1.1269269103039634,1.1313012063492034,1.123766415195605,1.2190434199996316,1.141599686750309,1.1443723654336304
2002-03-04,1.194,1,0,0,1.118,1.1863354886587751,1.1774231391293892,1.182099031836875,1.2297253385881755,1.150662872620162,1.181289523464198
2002-03-11,1.262,1,0,0,1.194,1.2371137034815047,1.243031433862434,1.2610445590220776,1.273328554779869,1.2425249563431042,1.2503510946140968
2002-03-18,1.308,1,0,0,1.262,1.3127047822932456,1.30784331495859,1.3088820220989512,1.3287534028385044,1.3044682739667903,1.311399264228303
2002-03-25,1.339,1,0,0,1.308,1.3433173591760577,1.339286213148965,1.3379814764424294,1.378887408833251,1.3766739540168813,1.3555813797678515
2002-04-01,1.382,1,0,0,1.339,1.378351772358808,1.3658612482299584,1.3744583933977936,1.4169606513758062,1.3674094067705256,1.3786758906384338
2002-04-08,1.368,1,0,0,1.382,1.3764374788340927,1.3704281604139212,1.375881771132135,1.456037820173985,1.3921391832395955,1.3915130772767876
2002-04-15,1.367,1,0,0,1.368,1.3611678068470712,1.371453939584885,1.3598311941123011,1.4671745689194051,1.3714491668007012,1.3807527764168146
2002-04-22,1.353,1,0,0,1.367,1.3648500296332196,1.3686691677582459,1.3456485207939226,1.4672732285329844,1.3598824303935448,1.3748467225674565
