week_date,regime_int,regime_label,regime_prob_0,regime_prob_1,regime_prob_2,regime_prob_3
2011-08-22,3.0,SUPPLY_SHOCK_3,0.0005113629424549651,4.449398846166133e-08,0.0,0.9994885925633181
2011-08-29,3.0,SUPPLY_SHOCK_3,0.009727856108019444,6.757869904445519e-10,0.0,0.9902721432156546
2011-09-05,3.0,SUPPLY_SHOCK_3,0.004224412451874775,4.973553108816375e-09,0.0,0.9957755825748494
2011-09-12,3.0,SUPPLY_SHOCK_3,0.0031942010788580557,3.908642708235514e-09,0.0,0.9968057950116153
2011-09-19,3.0,SUPPLY_SHOCK_3,0.002795995596840595,1.0043901347874985e-09,0.0,0.9972040033983545
2011-09-26,3.0,SUPPLY_SHOCK_3,0.004443827980340716,4.583484490358772e-09,0.0,0.9955561674363983
2011-10-03,3.0,SUPPLY_SHOCK_3,0.0031074140790490067,9.33921343105013e-10,0.0,0.9968925849864858
2011-10-10,3.0,SUPPLY_SHOCK_3,0.0030572401495236076,6.787425684336348e-10,0.0,0.9969427591708743
2011-10-17,3.0,SUPPLY_SHOCK_3,0.005450960645928528,1.0651498868634445e-07,0.0,0.994548932839496
2011-10-24,3.0,SUPPLY_SHOCK_3,0.02740685724220373,7.58873100977951e-08,0.0,0.9725930668696119
2011-10-31,3.0,SUPPLY_SHOCK_3,0.0670452481189712,3.108658330898988e-07,0.0,0.9329544410160608
2011-11-07,3.0,SUPPLY_SHOCK_3,0.3680624728253712,1.2856168537806628e-07,0.0,0.6319373986130074
2011-11-14,0.0,NORMAL,0.9674074097106824,4.652022608943973e-08,0.0,0.03259254376833012
2011-11-21,0.0,NORMAL,0.9836862797121492,6.314179873216251e-10,0.0,0.016313719655770692
2011-11-28,0.0,NORMAL,0.9997672842869427,2.130017794735305e-12,0.0,0.00023271571103620123
2011-12-05,0.0,NORMAL,0.9999643317800546,3.469597164710856e-14,0.0,3.5668220630184056e-05
2011-12-12,0.0,NORMAL,0.9999912748533936,7.853159623255072e-15,0.0,8.725147148271577e-06
2011-12-19,0.0,NORMAL,0.9999941451122555,2.0172667887541977e-15,0.0,5.85488830181726e-06
2011-12-26,0.0,NORMAL,0.9999952360271681,9.065323093866628e-15,0.0,4.763972255954659e-06
2012-01-02,0.0,NORMAL,0.9999740013114241,5.87057461202013e-14,0.0,2.5998688008812364e-05
2012-01-09,0.0,NORMAL,0.999987987975441,9.241916319940055e-14,0.0,1.2012024146104612e-05
2012-01-16,0.0,NORMAL,0.9999343666007102,1.5851843355611002e-13,0.0,6.563339989839216e-05
2012-01-23,0.0,NORMAL,0.9999923348826092,2.5620222605075758e-14,0.0,7.665116530234217e-06
2012-01-30,0.0,NORMAL,0.999999437659584,6.128688423099814e-14,0.0,5.623410944945306e-07
2012-02-06,0.0,NORMAL,0.9999995918770688,7.154411470471783e-13,0.0,4.0812217949601566e-07
2012-02-13,0.0,NORMAL,0.9999994130868702,1.8280477704943153e-12,0.0,5.869110181935444e-07
2012-02-20,0.0,NORMAL,0.9999994714709406,6.89751632703524e-13,0.0,5.285278941778472e-07
2012-02-27,0.0,NORMAL,0.9999987500549277,5.834344462398377e-13,0.0,1.2499437002155324e-06
2012-03-05,0.0,NORMAL,0.9999898446664676,6.202922298931535e-12,0.0,1.0155327069892407e-05
2012-03-12,0.0,NORMAL,0.9999620570938385,2.8321475229670073e-12,0.0,3.7942903812552296e-05
2012-03-19,0.0,NORMAL,0.9999843466709593,6.816502515335161e-14,0.0,1.5653328077005474e-05
2012-03-26,0.0,NORMAL,0.9999940467291565,4.916319681965997e-14,0.0,5.953271217396618e-06
